A,n,Authors,Article Title,Abstract,Filter,Approach,Subapproach,Lab_response,temperature,growth_rate,error,equation,error_method,n,,order,family,genus,species,feeding_guild,host_plant,h_p_family,diet,diet_family,RH,Filter_3,daylength,population_source,lat,lon,observations,DOI,Source Title,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,X20,ISSN,eISSN,Year,,UT (Unique WOS ID)
J,1,"Durak, R; Borowiak-Sobkowiak, B",Influence of temperature on the biological parameters of the anholocyclic species Cinara tujafilina (Hemiptera: Aphidoidea),"Aphids are a good model to study insect reaction to habitat change. Temperature is one of the main factors that influences insects. This paper examines the influence of temperature on developmental stages, fecundity, survival rate and demographic parameters of Cinara tujafilina (Hemiptera: Aphidoidea, Lachnidae), connected with decorative plants of the Cupressaceae family. C. tujafilina was reared in a laboratory on T. orientalis at five constant temperatures of 10, 15, 20, 25 and 28A degrees C, 70% humidity and 14L:10D. The pre-reproduction stage varied from 7 at 25A degrees C to 19 days at 10A degrees C. Developmental threshold was assigned at 3.5A degrees C. The longest reproduction stage for the aphids developing was recorded at 25A degrees C, namely 33 days, while the shortest, at the temperature of 10A degrees C, lasted 8 days. At 25A degrees C this species is characterised by the shortest pre-reproduction stage, the highest fecundity, the highest survival rate and the highest demographic parameters, particularly r(m) (0.17). The results suggest that the optimal temperature for the species is 25A degrees C, and indicate that climatic change will favourably influence its development and increase its role as a pest of decorative plants.",yes,experimental,laboratory,rm,10,0.09,no,Wyatt-white,,50?,n hembras métodos,Hemiptera,Aphididae,Cinara,tujafilina,sucker,Trachystemum orientalis,Boraginaceae,Trachystemum orientalis,Boraginaceae,75,yes,14,Rzesz�w (Poland),50.01306,22.01614,,10.2478/s11535-013-0161-x,CENTRAL EUROPEAN JOURNAL OF BIOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1895-104X,1644-3632,2013,,WOS:000316258900007
J,1,"Durak, R; Borowiak-Sobkowiak, B",Influence of temperature on the biological parameters of the anholocyclic species Cinara tujafilina (Hemiptera: Aphidoidea),"Aphids are a good model to study insect reaction to habitat change. Temperature is one of the main factors that influences insects. This paper examines the influence of temperature on developmental stages, fecundity, survival rate and demographic parameters of Cinara tujafilina (Hemiptera: Aphidoidea, Lachnidae), connected with decorative plants of the Cupressaceae family. C. tujafilina was reared in a laboratory on T. orientalis at five constant temperatures of 10, 15, 20, 25 and 28A degrees C, 70% humidity and 14L:10D. The pre-reproduction stage varied from 7 at 25A degrees C to 19 days at 10A degrees C. Developmental threshold was assigned at 3.5A degrees C. The longest reproduction stage for the aphids developing was recorded at 25A degrees C, namely 33 days, while the shortest, at the temperature of 10A degrees C, lasted 8 days. At 25A degrees C this species is characterised by the shortest pre-reproduction stage, the highest fecundity, the highest survival rate and the highest demographic parameters, particularly r(m) (0.17). The results suggest that the optimal temperature for the species is 25A degrees C, and indicate that climatic change will favourably influence its development and increase its role as a pest of decorative plants.",yes,experimental,laboratory,rm,15,0.13,no,Wyatt-white,,50?,n hembras métodos,Hemiptera,Aphididae,Cinara,tujafilina,sucker,Trachystemum orientalis,Boraginaceae,Trachystemum orientalis,Boraginaceae,75,yes,14,Rzesz�w (Poland),50.01306,22.01614,,10.2478/s11535-013-0161-x,CENTRAL EUROPEAN JOURNAL OF BIOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1895-104X,1644-3632,2013,,WOS:000316258900007
J,1,"Durak, R; Borowiak-Sobkowiak, B",Influence of temperature on the biological parameters of the anholocyclic species Cinara tujafilina (Hemiptera: Aphidoidea),"Aphids are a good model to study insect reaction to habitat change. Temperature is one of the main factors that influences insects. This paper examines the influence of temperature on developmental stages, fecundity, survival rate and demographic parameters of Cinara tujafilina (Hemiptera: Aphidoidea, Lachnidae), connected with decorative plants of the Cupressaceae family. C. tujafilina was reared in a laboratory on T. orientalis at five constant temperatures of 10, 15, 20, 25 and 28A degrees C, 70% humidity and 14L:10D. The pre-reproduction stage varied from 7 at 25A degrees C to 19 days at 10A degrees C. Developmental threshold was assigned at 3.5A degrees C. The longest reproduction stage for the aphids developing was recorded at 25A degrees C, namely 33 days, while the shortest, at the temperature of 10A degrees C, lasted 8 days. At 25A degrees C this species is characterised by the shortest pre-reproduction stage, the highest fecundity, the highest survival rate and the highest demographic parameters, particularly r(m) (0.17). The results suggest that the optimal temperature for the species is 25A degrees C, and indicate that climatic change will favourably influence its development and increase its role as a pest of decorative plants.",yes,experimental,laboratory,rm,20,0.15,no,Wyatt-white,,50?,n hembras métodos,Hemiptera,Aphididae,Cinara,tujafilina,sucker,Trachystemum orientalis,Boraginaceae,Trachystemum orientalis,Boraginaceae,75,yes,14,Rzesz�w (Poland),50.01306,22.01614,,10.2478/s11535-013-0161-x,CENTRAL EUROPEAN JOURNAL OF BIOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1895-104X,1644-3632,2013,,WOS:000316258900007
J,1,"Durak, R; Borowiak-Sobkowiak, B",Influence of temperature on the biological parameters of the anholocyclic species Cinara tujafilina (Hemiptera: Aphidoidea),"Aphids are a good model to study insect reaction to habitat change. Temperature is one of the main factors that influences insects. This paper examines the influence of temperature on developmental stages, fecundity, survival rate and demographic parameters of Cinara tujafilina (Hemiptera: Aphidoidea, Lachnidae), connected with decorative plants of the Cupressaceae family. C. tujafilina was reared in a laboratory on T. orientalis at five constant temperatures of 10, 15, 20, 25 and 28A degrees C, 70% humidity and 14L:10D. The pre-reproduction stage varied from 7 at 25A degrees C to 19 days at 10A degrees C. Developmental threshold was assigned at 3.5A degrees C. The longest reproduction stage for the aphids developing was recorded at 25A degrees C, namely 33 days, while the shortest, at the temperature of 10A degrees C, lasted 8 days. At 25A degrees C this species is characterised by the shortest pre-reproduction stage, the highest fecundity, the highest survival rate and the highest demographic parameters, particularly r(m) (0.17). The results suggest that the optimal temperature for the species is 25A degrees C, and indicate that climatic change will favourably influence its development and increase its role as a pest of decorative plants.",yes,experimental,laboratory,rm,25,0.17,no,Wyatt-white,,50?,n hembras métodos,Hemiptera,Aphididae,Cinara,tujafilina,sucker,Trachystemum orientalis,Boraginaceae,Trachystemum orientalis,Boraginaceae,75,yes,14,Rzesz�w (Poland),50.01306,22.01614,,10.2478/s11535-013-0161-x,CENTRAL EUROPEAN JOURNAL OF BIOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1895-104X,1644-3632,2013,,WOS:000316258900007
J,1,"Durak, R; Borowiak-Sobkowiak, B",Influence of temperature on the biological parameters of the anholocyclic species Cinara tujafilina (Hemiptera: Aphidoidea),"Aphids are a good model to study insect reaction to habitat change. Temperature is one of the main factors that influences insects. This paper examines the influence of temperature on developmental stages, fecundity, survival rate and demographic parameters of Cinara tujafilina (Hemiptera: Aphidoidea, Lachnidae), connected with decorative plants of the Cupressaceae family. C. tujafilina was reared in a laboratory on T. orientalis at five constant temperatures of 10, 15, 20, 25 and 28A degrees C, 70% humidity and 14L:10D. The pre-reproduction stage varied from 7 at 25A degrees C to 19 days at 10A degrees C. Developmental threshold was assigned at 3.5A degrees C. The longest reproduction stage for the aphids developing was recorded at 25A degrees C, namely 33 days, while the shortest, at the temperature of 10A degrees C, lasted 8 days. At 25A degrees C this species is characterised by the shortest pre-reproduction stage, the highest fecundity, the highest survival rate and the highest demographic parameters, particularly r(m) (0.17). The results suggest that the optimal temperature for the species is 25A degrees C, and indicate that climatic change will favourably influence its development and increase its role as a pest of decorative plants.",yes,experimental,laboratory,rm,28,0.1,no,Wyatt-white,,50?,n hembras métodos,Hemiptera,Aphididae,Cinara,tujafilina,sucker,Trachystemum orientalis,Boraginaceae,Trachystemum orientalis,Boraginaceae,75,yes,14,Rzesz�w (Poland),50.01306,22.01614,,10.2478/s11535-013-0161-x,CENTRAL EUROPEAN JOURNAL OF BIOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1895-104X,1644-3632,2013,,WOS:000316258900007
J,1,"Kumar, S; Sidhu, JK; Hamm, JC; Kular, JS; Mahal, MS",EFFECTS OF TEMPERATURE AND RELATIVE HUMIDITY ON THE LIFE TABLE OF PHENACOCCUS SOLENOPSIS TINSLEY (HEMIPTERA: PSEUDOCOCCIDAE) ON COTTON,"Phenacoccus solenopsis, the cotton mealy bug, has emerged as a serious pest of cotton in India, necessitating basic studies on its development and survival at different temperatures (20, 25, 30 and 35 degrees C) and relative humidities (RH) (65, 75 and 85 +/- 1 %) levels to ascertain optimal population growth. A life table was constructed using temperature and humidity. The nymphal duration was 20.2 d at 35 +/- 1 degrees C and 65 +/- 1% RH, but lengthened to 26.6 days at 20 +/- 1 degrees C and both RH combinations. Adult longevity was 16.4 days at 20 +/- 1 degrees C and 65% RH, but 10.8 days at 35 degrees C at the same RH; however it was 6.4 days at a temperature of 20 +/- 1 degrees C and 75% RH. Fecundity was at its maximum (489 nymphs/female) at 35 +/- 1 degrees C and 65% RH, with lower fecundity at 75% RH across all temperature levels. The net reproductive rate (R-o) and finite rate of increase (lambda) were 141.3 females/female/generation and 1.24 fold per female per day, respectively at 35 +/- 1 degrees C and 65% RH suggesting that the population would increase more than 140 times per generation and 1.24 times per female per day. The rates of increase at higher relative humidities were generally lower than at 65% RH. Nymphs failed to complete development at 85% RH at all temperature levels. The intrinsic rate of increase (r(m)) was the highest (0.215) at 35 degrees C in combination with 65% RH. Our results suggest that 35 +/- 1 degrees C and 65% RH is the most favorable temperature and RH combination for the optimal population growth of the Punjab strain of P. solenopsis. Our study also predicts the expansion of this pest to other parts of the world in which the average temperature equals to 35 degrees C with 65% RH.",yes,experimental,laboratory,rm,20,0.125,0.004,Euler-Lotka,graphic,60,3 replicas por 5 adultos,Hemiptera,Pseudococcidae,Phenacoccus,solenopsis,sucker,cotton,Malvaceae,cotton,Malvaceae,65,yes,,Tamil Nadu (India),10.90943,78.36653,,10.1653/024.096.0103,FLORIDA ENTOMOLOGIST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0015-4040,1938-5102,2013,,WOS:000317379200003
J,1,"Kumar, S; Sidhu, JK; Hamm, JC; Kular, JS; Mahal, MS",EFFECTS OF TEMPERATURE AND RELATIVE HUMIDITY ON THE LIFE TABLE OF PHENACOCCUS SOLENOPSIS TINSLEY (HEMIPTERA: PSEUDOCOCCIDAE) ON COTTON,"Phenacoccus solenopsis, the cotton mealy bug, has emerged as a serious pest of cotton in India, necessitating basic studies on its development and survival at different temperatures (20, 25, 30 and 35 degrees C) and relative humidities (RH) (65, 75 and 85 +/- 1 %) levels to ascertain optimal population growth. A life table was constructed using temperature and humidity. The nymphal duration was 20.2 d at 35 +/- 1 degrees C and 65 +/- 1% RH, but lengthened to 26.6 days at 20 +/- 1 degrees C and both RH combinations. Adult longevity was 16.4 days at 20 +/- 1 degrees C and 65% RH, but 10.8 days at 35 degrees C at the same RH; however it was 6.4 days at a temperature of 20 +/- 1 degrees C and 75% RH. Fecundity was at its maximum (489 nymphs/female) at 35 +/- 1 degrees C and 65% RH, with lower fecundity at 75% RH across all temperature levels. The net reproductive rate (R-o) and finite rate of increase (lambda) were 141.3 females/female/generation and 1.24 fold per female per day, respectively at 35 +/- 1 degrees C and 65% RH suggesting that the population would increase more than 140 times per generation and 1.24 times per female per day. The rates of increase at higher relative humidities were generally lower than at 65% RH. Nymphs failed to complete development at 85% RH at all temperature levels. The intrinsic rate of increase (r(m)) was the highest (0.215) at 35 degrees C in combination with 65% RH. Our results suggest that 35 +/- 1 degrees C and 65% RH is the most favorable temperature and RH combination for the optimal population growth of the Punjab strain of P. solenopsis. Our study also predicts the expansion of this pest to other parts of the world in which the average temperature equals to 35 degrees C with 65% RH.",yes,experimental,laboratory,rm,25,0.136,0.001,Euler-Lotka,graphic,60,3 replicas por 5 adultos,Hemiptera,Pseudococcidae,Phenacoccus,solenopsis,sucker,cotton,Malvaceae,cotton,Malvaceae,65,yes,,Tamil Nadu (India),10.90943,78.36653,,10.1653/024.096.0103,FLORIDA ENTOMOLOGIST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0015-4040,1938-5102,2013,,WOS:000317379200003
J,1,"Kumar, S; Sidhu, JK; Hamm, JC; Kular, JS; Mahal, MS",EFFECTS OF TEMPERATURE AND RELATIVE HUMIDITY ON THE LIFE TABLE OF PHENACOCCUS SOLENOPSIS TINSLEY (HEMIPTERA: PSEUDOCOCCIDAE) ON COTTON,"Phenacoccus solenopsis, the cotton mealy bug, has emerged as a serious pest of cotton in India, necessitating basic studies on its development and survival at different temperatures (20, 25, 30 and 35 degrees C) and relative humidities (RH) (65, 75 and 85 +/- 1 %) levels to ascertain optimal population growth. A life table was constructed using temperature and humidity. The nymphal duration was 20.2 d at 35 +/- 1 degrees C and 65 +/- 1% RH, but lengthened to 26.6 days at 20 +/- 1 degrees C and both RH combinations. Adult longevity was 16.4 days at 20 +/- 1 degrees C and 65% RH, but 10.8 days at 35 degrees C at the same RH; however it was 6.4 days at a temperature of 20 +/- 1 degrees C and 75% RH. Fecundity was at its maximum (489 nymphs/female) at 35 +/- 1 degrees C and 65% RH, with lower fecundity at 75% RH across all temperature levels. The net reproductive rate (R-o) and finite rate of increase (lambda) were 141.3 females/female/generation and 1.24 fold per female per day, respectively at 35 +/- 1 degrees C and 65% RH suggesting that the population would increase more than 140 times per generation and 1.24 times per female per day. The rates of increase at higher relative humidities were generally lower than at 65% RH. Nymphs failed to complete development at 85% RH at all temperature levels. The intrinsic rate of increase (r(m)) was the highest (0.215) at 35 degrees C in combination with 65% RH. Our results suggest that 35 +/- 1 degrees C and 65% RH is the most favorable temperature and RH combination for the optimal population growth of the Punjab strain of P. solenopsis. Our study also predicts the expansion of this pest to other parts of the world in which the average temperature equals to 35 degrees C with 65% RH.",yes,experimental,laboratory,rm,30,0.185,0.003,Euler-Lotka,graphic,60,3 replicas por 5 adultos,Hemiptera,Pseudococcidae,Phenacoccus,solenopsis,sucker,cotton,Malvaceae,cotton,Malvaceae,65,yes,,Tamil Nadu (India),10.90943,78.36653,,10.1653/024.096.0103,FLORIDA ENTOMOLOGIST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0015-4040,1938-5102,2013,,WOS:000317379200003
J,1,"Kumar, S; Sidhu, JK; Hamm, JC; Kular, JS; Mahal, MS",EFFECTS OF TEMPERATURE AND RELATIVE HUMIDITY ON THE LIFE TABLE OF PHENACOCCUS SOLENOPSIS TINSLEY (HEMIPTERA: PSEUDOCOCCIDAE) ON COTTON,"Phenacoccus solenopsis, the cotton mealy bug, has emerged as a serious pest of cotton in India, necessitating basic studies on its development and survival at different temperatures (20, 25, 30 and 35 degrees C) and relative humidities (RH) (65, 75 and 85 +/- 1 %) levels to ascertain optimal population growth. A life table was constructed using temperature and humidity. The nymphal duration was 20.2 d at 35 +/- 1 degrees C and 65 +/- 1% RH, but lengthened to 26.6 days at 20 +/- 1 degrees C and both RH combinations. Adult longevity was 16.4 days at 20 +/- 1 degrees C and 65% RH, but 10.8 days at 35 degrees C at the same RH; however it was 6.4 days at a temperature of 20 +/- 1 degrees C and 75% RH. Fecundity was at its maximum (489 nymphs/female) at 35 +/- 1 degrees C and 65% RH, with lower fecundity at 75% RH across all temperature levels. The net reproductive rate (R-o) and finite rate of increase (lambda) were 141.3 females/female/generation and 1.24 fold per female per day, respectively at 35 +/- 1 degrees C and 65% RH suggesting that the population would increase more than 140 times per generation and 1.24 times per female per day. The rates of increase at higher relative humidities were generally lower than at 65% RH. Nymphs failed to complete development at 85% RH at all temperature levels. The intrinsic rate of increase (r(m)) was the highest (0.215) at 35 degrees C in combination with 65% RH. Our results suggest that 35 +/- 1 degrees C and 65% RH is the most favorable temperature and RH combination for the optimal population growth of the Punjab strain of P. solenopsis. Our study also predicts the expansion of this pest to other parts of the world in which the average temperature equals to 35 degrees C with 65% RH.",yes,experimental,laboratory,rm,35,0.215,0.006,Euler-Lotka,graphic,60,3 replicas por 5 adultos,Hemiptera,Pseudococcidae,Phenacoccus,solenopsis,sucker,cotton,Malvaceae,cotton,Malvaceae,65,yes,,Tamil Nadu (India),10.90943,78.36653,,10.1653/024.096.0103,FLORIDA ENTOMOLOGIST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0015-4040,1938-5102,2013,,WOS:000317379200003
J,1,"Kumar, S; Sidhu, JK; Hamm, JC; Kular, JS; Mahal, MS",EFFECTS OF TEMPERATURE AND RELATIVE HUMIDITY ON THE LIFE TABLE OF PHENACOCCUS SOLENOPSIS TINSLEY (HEMIPTERA: PSEUDOCOCCIDAE) ON COTTON,"Phenacoccus solenopsis, the cotton mealy bug, has emerged as a serious pest of cotton in India, necessitating basic studies on its development and survival at different temperatures (20, 25, 30 and 35 degrees C) and relative humidities (RH) (65, 75 and 85 +/- 1 %) levels to ascertain optimal population growth. A life table was constructed using temperature and humidity. The nymphal duration was 20.2 d at 35 +/- 1 degrees C and 65 +/- 1% RH, but lengthened to 26.6 days at 20 +/- 1 degrees C and both RH combinations. Adult longevity was 16.4 days at 20 +/- 1 degrees C and 65% RH, but 10.8 days at 35 degrees C at the same RH; however it was 6.4 days at a temperature of 20 +/- 1 degrees C and 75% RH. Fecundity was at its maximum (489 nymphs/female) at 35 +/- 1 degrees C and 65% RH, with lower fecundity at 75% RH across all temperature levels. The net reproductive rate (R-o) and finite rate of increase (lambda) were 141.3 females/female/generation and 1.24 fold per female per day, respectively at 35 +/- 1 degrees C and 65% RH suggesting that the population would increase more than 140 times per generation and 1.24 times per female per day. The rates of increase at higher relative humidities were generally lower than at 65% RH. Nymphs failed to complete development at 85% RH at all temperature levels. The intrinsic rate of increase (r(m)) was the highest (0.215) at 35 degrees C in combination with 65% RH. Our results suggest that 35 +/- 1 degrees C and 65% RH is the most favorable temperature and RH combination for the optimal population growth of the Punjab strain of P. solenopsis. Our study also predicts the expansion of this pest to other parts of the world in which the average temperature equals to 35 degrees C with 65% RH.",yes,experimental,laboratory,rm,20,0.02,0.005,Euler-Lotka,graphic,80,3 replicas por 5 adultos,Hemiptera,Pseudococcidae,Phenacoccus,solenopsis,sucker,cotton,Malvaceae,cotton,Malvaceae,75,yes,,Tamil Nadu (India),10.90943,78.36653,,10.1653/024.096.0103,FLORIDA ENTOMOLOGIST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0015-4040,1938-5102,2013,,WOS:000317379200003
J,1,"Kumar, S; Sidhu, JK; Hamm, JC; Kular, JS; Mahal, MS",EFFECTS OF TEMPERATURE AND RELATIVE HUMIDITY ON THE LIFE TABLE OF PHENACOCCUS SOLENOPSIS TINSLEY (HEMIPTERA: PSEUDOCOCCIDAE) ON COTTON,"Phenacoccus solenopsis, the cotton mealy bug, has emerged as a serious pest of cotton in India, necessitating basic studies on its development and survival at different temperatures (20, 25, 30 and 35 degrees C) and relative humidities (RH) (65, 75 and 85 +/- 1 %) levels to ascertain optimal population growth. A life table was constructed using temperature and humidity. The nymphal duration was 20.2 d at 35 +/- 1 degrees C and 65 +/- 1% RH, but lengthened to 26.6 days at 20 +/- 1 degrees C and both RH combinations. Adult longevity was 16.4 days at 20 +/- 1 degrees C and 65% RH, but 10.8 days at 35 degrees C at the same RH; however it was 6.4 days at a temperature of 20 +/- 1 degrees C and 75% RH. Fecundity was at its maximum (489 nymphs/female) at 35 +/- 1 degrees C and 65% RH, with lower fecundity at 75% RH across all temperature levels. The net reproductive rate (R-o) and finite rate of increase (lambda) were 141.3 females/female/generation and 1.24 fold per female per day, respectively at 35 +/- 1 degrees C and 65% RH suggesting that the population would increase more than 140 times per generation and 1.24 times per female per day. The rates of increase at higher relative humidities were generally lower than at 65% RH. Nymphs failed to complete development at 85% RH at all temperature levels. The intrinsic rate of increase (r(m)) was the highest (0.215) at 35 degrees C in combination with 65% RH. Our results suggest that 35 +/- 1 degrees C and 65% RH is the most favorable temperature and RH combination for the optimal population growth of the Punjab strain of P. solenopsis. Our study also predicts the expansion of this pest to other parts of the world in which the average temperature equals to 35 degrees C with 65% RH.",yes,experimental,laboratory,rm,25,0.103,0.005,Euler-Lotka,graphic,80,3 replicas por 5 adultos,Hemiptera,Pseudococcidae,Phenacoccus,solenopsis,sucker,cotton,Malvaceae,cotton,Malvaceae,75,yes,,Tamil Nadu (India),10.90943,78.36653,,10.1653/024.096.0103,FLORIDA ENTOMOLOGIST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0015-4040,1938-5102,2013,,WOS:000317379200003
J,1,"Kumar, S; Sidhu, JK; Hamm, JC; Kular, JS; Mahal, MS",EFFECTS OF TEMPERATURE AND RELATIVE HUMIDITY ON THE LIFE TABLE OF PHENACOCCUS SOLENOPSIS TINSLEY (HEMIPTERA: PSEUDOCOCCIDAE) ON COTTON,"Phenacoccus solenopsis, the cotton mealy bug, has emerged as a serious pest of cotton in India, necessitating basic studies on its development and survival at different temperatures (20, 25, 30 and 35 degrees C) and relative humidities (RH) (65, 75 and 85 +/- 1 %) levels to ascertain optimal population growth. A life table was constructed using temperature and humidity. The nymphal duration was 20.2 d at 35 +/- 1 degrees C and 65 +/- 1% RH, but lengthened to 26.6 days at 20 +/- 1 degrees C and both RH combinations. Adult longevity was 16.4 days at 20 +/- 1 degrees C and 65% RH, but 10.8 days at 35 degrees C at the same RH; however it was 6.4 days at a temperature of 20 +/- 1 degrees C and 75% RH. Fecundity was at its maximum (489 nymphs/female) at 35 +/- 1 degrees C and 65% RH, with lower fecundity at 75% RH across all temperature levels. The net reproductive rate (R-o) and finite rate of increase (lambda) were 141.3 females/female/generation and 1.24 fold per female per day, respectively at 35 +/- 1 degrees C and 65% RH suggesting that the population would increase more than 140 times per generation and 1.24 times per female per day. The rates of increase at higher relative humidities were generally lower than at 65% RH. Nymphs failed to complete development at 85% RH at all temperature levels. The intrinsic rate of increase (r(m)) was the highest (0.215) at 35 degrees C in combination with 65% RH. Our results suggest that 35 +/- 1 degrees C and 65% RH is the most favorable temperature and RH combination for the optimal population growth of the Punjab strain of P. solenopsis. Our study also predicts the expansion of this pest to other parts of the world in which the average temperature equals to 35 degrees C with 65% RH.",yes,experimental,laboratory,rm,30,0.174,0.027,Euler-Lotka,graphic,80,3 replicas por 5 adultos,Hemiptera,Pseudococcidae,Phenacoccus,solenopsis,sucker,cotton,Malvaceae,cotton,Malvaceae,75,yes,,Tamil Nadu (India),10.90943,78.36653,,10.1653/024.096.0103,FLORIDA ENTOMOLOGIST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0015-4040,1938-5102,2013,,WOS:000317379200003
J,1,"Kumar, S; Sidhu, JK; Hamm, JC; Kular, JS; Mahal, MS",EFFECTS OF TEMPERATURE AND RELATIVE HUMIDITY ON THE LIFE TABLE OF PHENACOCCUS SOLENOPSIS TINSLEY (HEMIPTERA: PSEUDOCOCCIDAE) ON COTTON,"Phenacoccus solenopsis, the cotton mealy bug, has emerged as a serious pest of cotton in India, necessitating basic studies on its development and survival at different temperatures (20, 25, 30 and 35 degrees C) and relative humidities (RH) (65, 75 and 85 +/- 1 %) levels to ascertain optimal population growth. A life table was constructed using temperature and humidity. The nymphal duration was 20.2 d at 35 +/- 1 degrees C and 65 +/- 1% RH, but lengthened to 26.6 days at 20 +/- 1 degrees C and both RH combinations. Adult longevity was 16.4 days at 20 +/- 1 degrees C and 65% RH, but 10.8 days at 35 degrees C at the same RH; however it was 6.4 days at a temperature of 20 +/- 1 degrees C and 75% RH. Fecundity was at its maximum (489 nymphs/female) at 35 +/- 1 degrees C and 65% RH, with lower fecundity at 75% RH across all temperature levels. The net reproductive rate (R-o) and finite rate of increase (lambda) were 141.3 females/female/generation and 1.24 fold per female per day, respectively at 35 +/- 1 degrees C and 65% RH suggesting that the population would increase more than 140 times per generation and 1.24 times per female per day. The rates of increase at higher relative humidities were generally lower than at 65% RH. Nymphs failed to complete development at 85% RH at all temperature levels. The intrinsic rate of increase (r(m)) was the highest (0.215) at 35 degrees C in combination with 65% RH. Our results suggest that 35 +/- 1 degrees C and 65% RH is the most favorable temperature and RH combination for the optimal population growth of the Punjab strain of P. solenopsis. Our study also predicts the expansion of this pest to other parts of the world in which the average temperature equals to 35 degrees C with 65% RH.",yes,experimental,laboratory,rm,35,0.184,0.004,Euler-Lotka,graphic,80,3 replicas por 5 adultos,Hemiptera,Pseudococcidae,Phenacoccus,solenopsis,sucker,cotton,Malvaceae,cotton,Malvaceae,75,yes,,Tamil Nadu (India),10.90943,78.36653,,10.1653/024.096.0103,FLORIDA ENTOMOLOGIST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0015-4040,1938-5102,2013,,WOS:000317379200003
J,1,"Qin, ZQ; Qiu, BL; Wu, JH; Cuthbertson, AGS; Ren, SX",Effect of temperature on the life history of Dysmicoccus neobrevipes (Hemiptera: Pseudoccocidae): An invasive species of gray pineapple mealybug in South China,"The gray pineapple mealybug, Dysmicoccus neobrevipes Beardsley, is an invasive pest that during recent years has caused serious damage on Sisal (Agave sisalana Perrine) crops in South China. The biology of D. neobrevipes including its development, survivorship, longevity and reproduction was investigated at six constant temperatures (17, 20, 23, 26, 29 and 32 degrees C) under laboratory conditions. Results indicated that the developmental periods of D. neobrevipes females (from the first instar nymph to adult) shortened from 55.4 days at 17 degrees C to 16.9 days at 29 degrees C, while the males' decreased from 54.0 days at 17 degrees C to 15.8 days at 32 degrees C. The highest survivorship of D. neobrevipes from the first instar nymph to adult was recorded at 29 degrees C; 88.8% for females and 89.2% for males. The average longevity of females was 95.0 days at 17 degrees C, but decreased to 30.0 days at 26 degrees C. This was still significantly longer than those of males; 5.6 days at 17 degrees C and 2.3 days at 32 degrees C. The average number of nymphs laid per female increased with increasing temperature and reached a maximum of 409.4 nymphs at 23 degrees C. The intrinsic rates of increase (r(m)) of D. neobrevipes at the range of temperatures between 17 and 32 degrees C were 0.0287, 0.0613, 0.0941, 0.1131, 0.1202 and 0.0485, respectively. The lower temperature thresholds for females and males of D. neobrevipes from the 1st instar nymph to adult estimated using the linear model were 8.7 and 10.3 degrees C, respectively. The thermal constants for females and males were 370.4 and 312.5DD, respectively. The results indicate that temperature has significant effects on the biology of D. neobrevipes and that the optimum temperature range for its population growth is 23-29 degrees C. (C) 2012 Published by Elsevier Ltd.",yes,experimental,laboratory,rm,17,0.0287,no,Euler-Lotka,,11,n directo,Hemiptera,Pseudococcidae,Dysmicoccus,neobrevipes,sucker,sisal,Asparagaceae,sisal,Asparagaceae,82.5,yes,14,Zhankiang (China),21.27371,110.35483,,10.1016/j.cropro.2012.11.012,CROP PROTECTION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0261-2194,1873-6904,2013,,WOS:000315012600021
