A,n,Authors,Abstract,Filter,Approach,Subapproach,Lab_response,temperature,growth_rate,error,equation,error_method,n_1,X16,order,family,genus,species,feeding_guild,host_plant,h_p_family,diet,diet_family,RH,Filter_3,daylength,population_source,lat,lon,observations,DOI,Source Title,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,X20,ISSN,eISSN,Year,X48,UT (Unique WOS ID),title
J,1,"Gotoh, T; Moriya, D; Nachman, G","The objective of this study was to investigate whether four spider mite species, Tetranychus ludeni, T. phaselus, T. piercei and T. truncatus, currently with insignificant economic impact, have the potential to achieve the same status as T. urticae, which until now has been considered as the most serious tetranychid pest species in orchards and greenhouses. We investigated the effect of temperature on development, survival and oviposition at 11 constant temperatures ranging from 15 to 40 A degrees C at intervals of 2.5 A degrees C and estimated demographic parameters, such as the intrinsic rate of natural increase (r (m)), for these five species at five constant temperatures. Developmental time from egg to adult (female and male) decreased with increasing temperature from 15 to 32.5 A degrees C in all five species, but increased slightly at 35 A degrees C or higher, especially in T. ludeni and T. urticae. Using linear and non-linear developmental rate models, the lower thermal thresholds for egg-to-adult (female and male) and egg-to-egg development were found to range from 9.8 to 11.7 and from 9.8 to 11.4 A degrees C, respectively. The intrinsic optimal temperature (T (I broken vertical bar)) ranged from 18.0 to 27.4 A degrees C for egg-to-female adult and from 23.9 to 27.2 A degrees C for egg-to-egg development. The oviposition period and adult longevity were strongly affected by temperature. The r (m)-values increased with increasing temperature from 15 to 30 or 35 A degrees C in all five species. The highest r (m)-values at each temperature were 0.114 day(-1) at 15 A degrees C for T. ludeni, 0.199 day(-1) at 20 A degrees C for T. urticae, 0.314 day(-1) at 25 A degrees C for T. ludeni, 0.451 day(-1) at 30 A degrees C for T. ludeni and 0.433 day(-1) at 35 A degrees C for T. truncatus. The total fecundity, net reproductive rate (R (0)) and r (m) of T. ludeni were higher than those of T. urticae at all temperatures. T. piercei and T. truncatus showed higher r (m)-values at 30 and 35 A degrees C than T. urticae. The results indicate that the former three species are better adapted to hot weather than T. urticae and have a high potential to become serious pests.",yes,experimental,laboratory,rm,30,0.3436,0.0091,Euler-Lotka,bootstrap,31,n hembras,Acari>Prostigmata,Tetranychidae,Tetranychus,truncatus,sucker,black nightshade,Solanaceae,bean,Fabaceae,65,yes,16,Various (Japan),35.02104,135.75561,NA,10.1007/s10493-015-9919-y,EXPERIMENTAL AND APPLIED ACAROLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0168-8162,1572-9702,2015,NA,WOS:000356881500001,Development and reproduction of five Tetranychus species (Acari: Tetranychidae): Do they all have the potential to become major pests?
J,1,"Gotoh, T; Moriya, D; Nachman, G","The objective of this study was to investigate whether four spider mite species, Tetranychus ludeni, T. phaselus, T. piercei and T. truncatus, currently with insignificant economic impact, have the potential to achieve the same status as T. urticae, which until now has been considered as the most serious tetranychid pest species in orchards and greenhouses. We investigated the effect of temperature on development, survival and oviposition at 11 constant temperatures ranging from 15 to 40 A degrees C at intervals of 2.5 A degrees C and estimated demographic parameters, such as the intrinsic rate of natural increase (r (m)), for these five species at five constant temperatures. Developmental time from egg to adult (female and male) decreased with increasing temperature from 15 to 32.5 A degrees C in all five species, but increased slightly at 35 A degrees C or higher, especially in T. ludeni and T. urticae. Using linear and non-linear developmental rate models, the lower thermal thresholds for egg-to-adult (female and male) and egg-to-egg development were found to range from 9.8 to 11.7 and from 9.8 to 11.4 A degrees C, respectively. The intrinsic optimal temperature (T (I broken vertical bar)) ranged from 18.0 to 27.4 A degrees C for egg-to-female adult and from 23.9 to 27.2 A degrees C for egg-to-egg development. The oviposition period and adult longevity were strongly affected by temperature. The r (m)-values increased with increasing temperature from 15 to 30 or 35 A degrees C in all five species. The highest r (m)-values at each temperature were 0.114 day(-1) at 15 A degrees C for T. ludeni, 0.199 day(-1) at 20 A degrees C for T. urticae, 0.314 day(-1) at 25 A degrees C for T. ludeni, 0.451 day(-1) at 30 A degrees C for T. ludeni and 0.433 day(-1) at 35 A degrees C for T. truncatus. The total fecundity, net reproductive rate (R (0)) and r (m) of T. ludeni were higher than those of T. urticae at all temperatures. T. piercei and T. truncatus showed higher r (m)-values at 30 and 35 A degrees C than T. urticae. The results indicate that the former three species are better adapted to hot weather than T. urticae and have a high potential to become serious pests.",yes,experimental,laboratory,rm,35,0.3469,0.0091,Euler-Lotka,bootstrap,27,n hembras,Acari>Prostigmata,Tetranychidae,Tetranychus,urticae,sucker,watermelon,Cucurbitaceae,bean,Fabaceae,65,yes,16,Various (Japan),43.55525,141.90059,NA,10.1007/s10493-015-9919-y,EXPERIMENTAL AND APPLIED ACAROLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0168-8162,1572-9702,2015,NA,WOS:000356881500001,Development and reproduction of five Tetranychus species (Acari: Tetranychidae): Do they all have the potential to become major pests?
J,1,"Gotoh, T; Moriya, D; Nachman, G","The objective of this study was to investigate whether four spider mite species, Tetranychus ludeni, T. phaselus, T. piercei and T. truncatus, currently with insignificant economic impact, have the potential to achieve the same status as T. urticae, which until now has been considered as the most serious tetranychid pest species in orchards and greenhouses. We investigated the effect of temperature on development, survival and oviposition at 11 constant temperatures ranging from 15 to 40 A degrees C at intervals of 2.5 A degrees C and estimated demographic parameters, such as the intrinsic rate of natural increase (r (m)), for these five species at five constant temperatures. Developmental time from egg to adult (female and male) decreased with increasing temperature from 15 to 32.5 A degrees C in all five species, but increased slightly at 35 A degrees C or higher, especially in T. ludeni and T. urticae. Using linear and non-linear developmental rate models, the lower thermal thresholds for egg-to-adult (female and male) and egg-to-egg development were found to range from 9.8 to 11.7 and from 9.8 to 11.4 A degrees C, respectively. The intrinsic optimal temperature (T (I broken vertical bar)) ranged from 18.0 to 27.4 A degrees C for egg-to-female adult and from 23.9 to 27.2 A degrees C for egg-to-egg development. The oviposition period and adult longevity were strongly affected by temperature. The r (m)-values increased with increasing temperature from 15 to 30 or 35 A degrees C in all five species. The highest r (m)-values at each temperature were 0.114 day(-1) at 15 A degrees C for T. ludeni, 0.199 day(-1) at 20 A degrees C for T. urticae, 0.314 day(-1) at 25 A degrees C for T. ludeni, 0.451 day(-1) at 30 A degrees C for T. ludeni and 0.433 day(-1) at 35 A degrees C for T. truncatus. The total fecundity, net reproductive rate (R (0)) and r (m) of T. ludeni were higher than those of T. urticae at all temperatures. T. piercei and T. truncatus showed higher r (m)-values at 30 and 35 A degrees C than T. urticae. The results indicate that the former three species are better adapted to hot weather than T. urticae and have a high potential to become serious pests.",yes,experimental,laboratory,rm,35,0.2749,0.0201,Euler-Lotka,bootstrap,35,n hembras,Acari>Prostigmata,Tetranychidae,Tetranychus,urticae,sucker,watermelon,Cucurbitaceae,bean,Fabaceae,65,yes,16,Various (Japan),43.55525,141.90059,NA,10.1007/s10493-015-9919-y,EXPERIMENTAL AND APPLIED ACAROLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0168-8162,1572-9702,2015,NA,WOS:000356881500001,Development and reproduction of five Tetranychus species (Acari: Tetranychidae): Do they all have the potential to become major pests?
J,1,"Gotoh, T; Moriya, D; Nachman, G","The objective of this study was to investigate whether four spider mite species, Tetranychus ludeni, T. phaselus, T. piercei and T. truncatus, currently with insignificant economic impact, have the potential to achieve the same status as T. urticae, which until now has been considered as the most serious tetranychid pest species in orchards and greenhouses. We investigated the effect of temperature on development, survival and oviposition at 11 constant temperatures ranging from 15 to 40 A degrees C at intervals of 2.5 A degrees C and estimated demographic parameters, such as the intrinsic rate of natural increase (r (m)), for these five species at five constant temperatures. Developmental time from egg to adult (female and male) decreased with increasing temperature from 15 to 32.5 A degrees C in all five species, but increased slightly at 35 A degrees C or higher, especially in T. ludeni and T. urticae. Using linear and non-linear developmental rate models, the lower thermal thresholds for egg-to-adult (female and male) and egg-to-egg development were found to range from 9.8 to 11.7 and from 9.8 to 11.4 A degrees C, respectively. The intrinsic optimal temperature (T (I broken vertical bar)) ranged from 18.0 to 27.4 A degrees C for egg-to-female adult and from 23.9 to 27.2 A degrees C for egg-to-egg development. The oviposition period and adult longevity were strongly affected by temperature. The r (m)-values increased with increasing temperature from 15 to 30 or 35 A degrees C in all five species. The highest r (m)-values at each temperature were 0.114 day(-1) at 15 A degrees C for T. ludeni, 0.199 day(-1) at 20 A degrees C for T. urticae, 0.314 day(-1) at 25 A degrees C for T. ludeni, 0.451 day(-1) at 30 A degrees C for T. ludeni and 0.433 day(-1) at 35 A degrees C for T. truncatus. The total fecundity, net reproductive rate (R (0)) and r (m) of T. ludeni were higher than those of T. urticae at all temperatures. T. piercei and T. truncatus showed higher r (m)-values at 30 and 35 A degrees C than T. urticae. The results indicate that the former three species are better adapted to hot weather than T. urticae and have a high potential to become serious pests.",yes,experimental,laboratory,rm,35,0.3192,0.0104,Euler-Lotka,bootstrap,24,n hembras,Acari>Prostigmata,Tetranychidae,Tetranychus,urticae,sucker,watermelon,Cucurbitaceae,bean,Fabaceae,65,yes,16,Various (Japan),43.55525,141.90059,NA,10.1007/s10493-015-9919-y,EXPERIMENTAL AND APPLIED ACAROLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0168-8162,1572-9702,2015,NA,WOS:000356881500001,Development and reproduction of five Tetranychus species (Acari: Tetranychidae): Do they all have the potential to become major pests?
J,1,"Gotoh, T; Moriya, D; Nachman, G","The objective of this study was to investigate whether four spider mite species, Tetranychus ludeni, T. phaselus, T. piercei and T. truncatus, currently with insignificant economic impact, have the potential to achieve the same status as T. urticae, which until now has been considered as the most serious tetranychid pest species in orchards and greenhouses. We investigated the effect of temperature on development, survival and oviposition at 11 constant temperatures ranging from 15 to 40 A degrees C at intervals of 2.5 A degrees C and estimated demographic parameters, such as the intrinsic rate of natural increase (r (m)), for these five species at five constant temperatures. Developmental time from egg to adult (female and male) decreased with increasing temperature from 15 to 32.5 A degrees C in all five species, but increased slightly at 35 A degrees C or higher, especially in T. ludeni and T. urticae. Using linear and non-linear developmental rate models, the lower thermal thresholds for egg-to-adult (female and male) and egg-to-egg development were found to range from 9.8 to 11.7 and from 9.8 to 11.4 A degrees C, respectively. The intrinsic optimal temperature (T (I broken vertical bar)) ranged from 18.0 to 27.4 A degrees C for egg-to-female adult and from 23.9 to 27.2 A degrees C for egg-to-egg development. The oviposition period and adult longevity were strongly affected by temperature. The r (m)-values increased with increasing temperature from 15 to 30 or 35 A degrees C in all five species. The highest r (m)-values at each temperature were 0.114 day(-1) at 15 A degrees C for T. ludeni, 0.199 day(-1) at 20 A degrees C for T. urticae, 0.314 day(-1) at 25 A degrees C for T. ludeni, 0.451 day(-1) at 30 A degrees C for T. ludeni and 0.433 day(-1) at 35 A degrees C for T. truncatus. The total fecundity, net reproductive rate (R (0)) and r (m) of T. ludeni were higher than those of T. urticae at all temperatures. T. piercei and T. truncatus showed higher r (m)-values at 30 and 35 A degrees C than T. urticae. The results indicate that the former three species are better adapted to hot weather than T. urticae and have a high potential to become serious pests.",yes,experimental,laboratory,rm,35,0.433,0.0095,Euler-Lotka,bootstrap,43,n hembras,Acari>Prostigmata,Tetranychidae,Tetranychus,urticae,sucker,watermelon,Cucurbitaceae,bean,Fabaceae,65,yes,16,Various (Japan),43.55525,141.90059,NA,10.1007/s10493-015-9919-y,EXPERIMENTAL AND APPLIED ACAROLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0168-8162,1572-9702,2015,NA,WOS:000356881500001,Development and reproduction of five Tetranychus species (Acari: Tetranychidae): Do they all have the potential to become major pests?
J,1,"Gotoh, T; Moriya, D; Nachman, G","The objective of this study was to investigate whether four spider mite species, Tetranychus ludeni, T. phaselus, T. piercei and T. truncatus, currently with insignificant economic impact, have the potential to achieve the same status as T. urticae, which until now has been considered as the most serious tetranychid pest species in orchards and greenhouses. We investigated the effect of temperature on development, survival and oviposition at 11 constant temperatures ranging from 15 to 40 A degrees C at intervals of 2.5 A degrees C and estimated demographic parameters, such as the intrinsic rate of natural increase (r (m)), for these five species at five constant temperatures. Developmental time from egg to adult (female and male) decreased with increasing temperature from 15 to 32.5 A degrees C in all five species, but increased slightly at 35 A degrees C or higher, especially in T. ludeni and T. urticae. Using linear and non-linear developmental rate models, the lower thermal thresholds for egg-to-adult (female and male) and egg-to-egg development were found to range from 9.8 to 11.7 and from 9.8 to 11.4 A degrees C, respectively. The intrinsic optimal temperature (T (I broken vertical bar)) ranged from 18.0 to 27.4 A degrees C for egg-to-female adult and from 23.9 to 27.2 A degrees C for egg-to-egg development. The oviposition period and adult longevity were strongly affected by temperature. The r (m)-values increased with increasing temperature from 15 to 30 or 35 A degrees C in all five species. The highest r (m)-values at each temperature were 0.114 day(-1) at 15 A degrees C for T. ludeni, 0.199 day(-1) at 20 A degrees C for T. urticae, 0.314 day(-1) at 25 A degrees C for T. ludeni, 0.451 day(-1) at 30 A degrees C for T. ludeni and 0.433 day(-1) at 35 A degrees C for T. truncatus. The total fecundity, net reproductive rate (R (0)) and r (m) of T. ludeni were higher than those of T. urticae at all temperatures. T. piercei and T. truncatus showed higher r (m)-values at 30 and 35 A degrees C than T. urticae. The results indicate that the former three species are better adapted to hot weather than T. urticae and have a high potential to become serious pests.",yes,experimental,laboratory,rm,35,0.2876,0.0143,Euler-Lotka,bootstrap,18,n hembras,Acari>Prostigmata,Tetranychidae,Tetranychus,urticae,sucker,watermelon,Cucurbitaceae,bean,Fabaceae,65,yes,16,Various (Japan),43.55525,141.90059,NA,10.1007/s10493-015-9919-y,EXPERIMENTAL AND APPLIED ACAROLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0168-8162,1572-9702,2015,NA,WOS:000356881500001,Development and reproduction of five Tetranychus species (Acari: Tetranychidae): Do they all have the potential to become major pests?
J,1,"Khadioli, N; Tonnang, ZEH; Muchugu, E; Ong'amo, G; Achia, T; Kipchirchir, I; Kroschel, J; Le Ru, B","Maize (Zea mays) is a major staple food in Africa. However, maize production is severely reduced by damage caused by feeding lepidopteran pests. In East and Southern Africa, Chilo partellus is one of the most damaging cereal stem borers mainly found in the warmer lowland areas. In this study, it was hypothesized that the future distribution and abundance of C. partellus may be affected greatly by the current global warming. The temperature-dependent population growth potential of C. partellus was studied on artificial diet under laboratory conditions at six constant temperatures (15, 18, 20, 25, 28, 30, 32 and 35 degrees C), relative humidity of 75 +/- 5% and a photoperiod of L12:L12 h. Several non-linear models were fitted to the data to model development time, mortality and reproduction of the insect species. Cohort updating algorithm and rate summation approach were stochastically used for simulating age and stage structure populations and generate life-table parameters. For spatial analysis of the pest risk, three generic risk indices (index of establishment, generation number and activity index) were visualized in the geographical information system component of the advanced Insect Life Cycle modeling (ILCYM) software. To predict the future distribution of C. partellus we used the climate change scenario A1B obtained from WorldClim and CCAFS databases. The maps were compared with available data on the current distribution of C. partellus in Kenya. The results show that the development times of the different stages decreased with increasing temperatures ranging from 18 to 35 degrees C; at the extreme temperatures, 15 and 38 degrees C, no egg could hatch and no larvae completed development. The study concludes that C. partellus may potentially expands its range into higher altitude areas, highland tropics and moist transitional regions, with the highest maize potential where the species has not been recorded yet. This has serious implication in terms of food security since these areas produce approximately 80% of the total maize in East Africa.",yes,experimental,laboratory,rm,18,0.02,0.002,ILCYM,simulated,56,n hembras,Lepidoptera,Crambidae,Chilo,partellus,borer,maize,Poaceae,artificial,Artificial,75,yes,12,Coast Province (Kenya),-2.40199,39.78187,NA,10.1017/S0007485314000601,BULLETIN OF ENTOMOLOGICAL RESEARCH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0007-4853,1475-2670,2014,NA,WOS:000344945700016,"Effect of temperature on the phenology of Chilo partellus (Swinhoe) (Lepidoptera, Crambidae); simulation and visualization of the potential future distribution of C. partellus in Africa under warmer temperatures through the development of life-table parameters"
J,1,"Khadioli, N; Tonnang, ZEH; Muchugu, E; Ong'amo, G; Achia, T; Kipchirchir, I; Kroschel, J; Le Ru, B","Maize (Zea mays) is a major staple food in Africa. However, maize production is severely reduced by damage caused by feeding lepidopteran pests. In East and Southern Africa, Chilo partellus is one of the most damaging cereal stem borers mainly found in the warmer lowland areas. In this study, it was hypothesized that the future distribution and abundance of C. partellus may be affected greatly by the current global warming. The temperature-dependent population growth potential of C. partellus was studied on artificial diet under laboratory conditions at six constant temperatures (15, 18, 20, 25, 28, 30, 32 and 35 degrees C), relative humidity of 75 +/- 5% and a photoperiod of L12:L12 h. Several non-linear models were fitted to the data to model development time, mortality and reproduction of the insect species. Cohort updating algorithm and rate summation approach were stochastically used for simulating age and stage structure populations and generate life-table parameters. For spatial analysis of the pest risk, three generic risk indices (index of establishment, generation number and activity index) were visualized in the geographical information system component of the advanced Insect Life Cycle modeling (ILCYM) software. To predict the future distribution of C. partellus we used the climate change scenario A1B obtained from WorldClim and CCAFS databases. The maps were compared with available data on the current distribution of C. partellus in Kenya. The results show that the development times of the different stages decreased with increasing temperatures ranging from 18 to 35 degrees C; at the extreme temperatures, 15 and 38 degrees C, no egg could hatch and no larvae completed development. The study concludes that C. partellus may potentially expands its range into higher altitude areas, highland tropics and moist transitional regions, with the highest maize potential where the species has not been recorded yet. This has serious implication in terms of food security since these areas produce approximately 80% of the total maize in East Africa.",yes,experimental,laboratory,rm,20,0.04,0.003,ILCYM,simulated,46,n hembras,Lepidoptera,Crambidae,Chilo,partellus,borer,maize,Poaceae,artificial,Artificial,75,yes,12,Coast Province (Kenya),-2.40199,39.78187,NA,10.1017/S0007485314000601,BULLETIN OF ENTOMOLOGICAL RESEARCH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0007-4853,1475-2670,2014,NA,WOS:000344945700016,"Effect of temperature on the phenology of Chilo partellus (Swinhoe) (Lepidoptera, Crambidae); simulation and visualization of the potential future distribution of C. partellus in Africa under warmer temperatures through the development of life-table parameters"
J,1,"Khadioli, N; Tonnang, ZEH; Muchugu, E; Ong'amo, G; Achia, T; Kipchirchir, I; Kroschel, J; Le Ru, B","Maize (Zea mays) is a major staple food in Africa. However, maize production is severely reduced by damage caused by feeding lepidopteran pests. In East and Southern Africa, Chilo partellus is one of the most damaging cereal stem borers mainly found in the warmer lowland areas. In this study, it was hypothesized that the future distribution and abundance of C. partellus may be affected greatly by the current global warming. The temperature-dependent population growth potential of C. partellus was studied on artificial diet under laboratory conditions at six constant temperatures (15, 18, 20, 25, 28, 30, 32 and 35 degrees C), relative humidity of 75 +/- 5% and a photoperiod of L12:L12 h. Several non-linear models were fitted to the data to model development time, mortality and reproduction of the insect species. Cohort updating algorithm and rate summation approach were stochastically used for simulating age and stage structure populations and generate life-table parameters. For spatial analysis of the pest risk, three generic risk indices (index of establishment, generation number and activity index) were visualized in the geographical information system component of the advanced Insect Life Cycle modeling (ILCYM) software. To predict the future distribution of C. partellus we used the climate change scenario A1B obtained from WorldClim and CCAFS databases. The maps were compared with available data on the current distribution of C. partellus in Kenya. The results show that the development times of the different stages decreased with increasing temperatures ranging from 18 to 35 degrees C; at the extreme temperatures, 15 and 38 degrees C, no egg could hatch and no larvae completed development. The study concludes that C. partellus may potentially expands its range into higher altitude areas, highland tropics and moist transitional regions, with the highest maize potential where the species has not been recorded yet. This has serious implication in terms of food security since these areas produce approximately 80% of the total maize in East Africa.",yes,experimental,laboratory,rm,25,0.08,0.002,ILCYM,simulated,43,n hembras,Lepidoptera,Crambidae,Chilo,partellus,borer,maize,Poaceae,artificial,Artificial,75,yes,12,Coast Province (Kenya),-2.40199,39.78187,NA,10.1017/S0007485314000601,BULLETIN OF ENTOMOLOGICAL RESEARCH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0007-4853,1475-2670,2014,NA,WOS:000344945700016,"Effect of temperature on the phenology of Chilo partellus (Swinhoe) (Lepidoptera, Crambidae); simulation and visualization of the potential future distribution of C. partellus in Africa under warmer temperatures through the development of life-table parameters"
J,1,"Khadioli, N; Tonnang, ZEH; Muchugu, E; Ong'amo, G; Achia, T; Kipchirchir, I; Kroschel, J; Le Ru, B","Maize (Zea mays) is a major staple food in Africa. However, maize production is severely reduced by damage caused by feeding lepidopteran pests. In East and Southern Africa, Chilo partellus is one of the most damaging cereal stem borers mainly found in the warmer lowland areas. In this study, it was hypothesized that the future distribution and abundance of C. partellus may be affected greatly by the current global warming. The temperature-dependent population growth potential of C. partellus was studied on artificial diet under laboratory conditions at six constant temperatures (15, 18, 20, 25, 28, 30, 32 and 35 degrees C), relative humidity of 75 +/- 5% and a photoperiod of L12:L12 h. Several non-linear models were fitted to the data to model development time, mortality and reproduction of the insect species. Cohort updating algorithm and rate summation approach were stochastically used for simulating age and stage structure populations and generate life-table parameters. For spatial analysis of the pest risk, three generic risk indices (index of establishment, generation number and activity index) were visualized in the geographical information system component of the advanced Insect Life Cycle modeling (ILCYM) software. To predict the future distribution of C. partellus we used the climate change scenario A1B obtained from WorldClim and CCAFS databases. The maps were compared with available data on the current distribution of C. partellus in Kenya. The results show that the development times of the different stages decreased with increasing temperatures ranging from 18 to 35 degrees C; at the extreme temperatures, 15 and 38 degrees C, no egg could hatch and no larvae completed development. The study concludes that C. partellus may potentially expands its range into higher altitude areas, highland tropics and moist transitional regions, with the highest maize potential where the species has not been recorded yet. This has serious implication in terms of food security since these areas produce approximately 80% of the total maize in East Africa.",yes,experimental,laboratory,rm,30,0.1,0.004,ILCYM,simulated,99,n hembras,Lepidoptera,Crambidae,Chilo,partellus,borer,maize,Poaceae,artificial,Artificial,75,yes,12,Coast Province (Kenya),-2.40199,39.78187,NA,10.1017/S0007485314000601,BULLETIN OF ENTOMOLOGICAL RESEARCH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0007-4853,1475-2670,2014,NA,WOS:000344945700016,"Effect of temperature on the phenology of Chilo partellus (Swinhoe) (Lepidoptera, Crambidae); simulation and visualization of the potential future distribution of C. partellus in Africa under warmer temperatures through the development of life-table parameters"
J,1,"Khadioli, N; Tonnang, ZEH; Muchugu, E; Ong'amo, G; Achia, T; Kipchirchir, I; Kroschel, J; Le Ru, B","Maize (Zea mays) is a major staple food in Africa. However, maize production is severely reduced by damage caused by feeding lepidopteran pests. In East and Southern Africa, Chilo partellus is one of the most damaging cereal stem borers mainly found in the warmer lowland areas. In this study, it was hypothesized that the future distribution and abundance of C. partellus may be affected greatly by the current global warming. The temperature-dependent population growth potential of C. partellus was studied on artificial diet under laboratory conditions at six constant temperatures (15, 18, 20, 25, 28, 30, 32 and 35 degrees C), relative humidity of 75 +/- 5% and a photoperiod of L12:L12 h. Several non-linear models were fitted to the data to model development time, mortality and reproduction of the insect species. Cohort updating algorithm and rate summation approach were stochastically used for simulating age and stage structure populations and generate life-table parameters. For spatial analysis of the pest risk, three generic risk indices (index of establishment, generation number and activity index) were visualized in the geographical information system component of the advanced Insect Life Cycle modeling (ILCYM) software. To predict the future distribution of C. partellus we used the climate change scenario A1B obtained from WorldClim and CCAFS databases. The maps were compared with available data on the current distribution of C. partellus in Kenya. The results show that the development times of the different stages decreased with increasing temperatures ranging from 18 to 35 degrees C; at the extreme temperatures, 15 and 38 degrees C, no egg could hatch and no larvae completed development. The study concludes that C. partellus may potentially expands its range into higher altitude areas, highland tropics and moist transitional regions, with the highest maize potential where the species has not been recorded yet. This has serious implication in terms of food security since these areas produce approximately 80% of the total maize in East Africa.",yes,experimental,laboratory,rm,32,0.09,0.003,ILCYM,simulated,73,n hembras,Lepidoptera,Crambidae,Chilo,partellus,borer,maize,Poaceae,artificial,Artificial,75,yes,12,Coast Province (Kenya),-2.40199,39.78187,NA,10.1017/S0007485314000601,BULLETIN OF ENTOMOLOGICAL RESEARCH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0007-4853,1475-2670,2014,NA,WOS:000344945700016,"Effect of temperature on the phenology of Chilo partellus (Swinhoe) (Lepidoptera, Crambidae); simulation and visualization of the potential future distribution of C. partellus in Africa under warmer temperatures through the development of life-table parameters"
J,1,"Khadioli, N; Tonnang, ZEH; Muchugu, E; Ong'amo, G; Achia, T; Kipchirchir, I; Kroschel, J; Le Ru, B","Maize (Zea mays) is a major staple food in Africa. However, maize production is severely reduced by damage caused by feeding lepidopteran pests. In East and Southern Africa, Chilo partellus is one of the most damaging cereal stem borers mainly found in the warmer lowland areas. In this study, it was hypothesized that the future distribution and abundance of C. partellus may be affected greatly by the current global warming. The temperature-dependent population growth potential of C. partellus was studied on artificial diet under laboratory conditions at six constant temperatures (15, 18, 20, 25, 28, 30, 32 and 35 degrees C), relative humidity of 75 +/- 5% and a photoperiod of L12:L12 h. Several non-linear models were fitted to the data to model development time, mortality and reproduction of the insect species. Cohort updating algorithm and rate summation approach were stochastically used for simulating age and stage structure populations and generate life-table parameters. For spatial analysis of the pest risk, three generic risk indices (index of establishment, generation number and activity index) were visualized in the geographical information system component of the advanced Insect Life Cycle modeling (ILCYM) software. To predict the future distribution of C. partellus we used the climate change scenario A1B obtained from WorldClim and CCAFS databases. The maps were compared with available data on the current distribution of C. partellus in Kenya. The results show that the development times of the different stages decreased with increasing temperatures ranging from 18 to 35 degrees C; at the extreme temperatures, 15 and 38 degrees C, no egg could hatch and no larvae completed development. The study concludes that C. partellus may potentially expands its range into higher altitude areas, highland tropics and moist transitional regions, with the highest maize potential where the species has not been recorded yet. This has serious implication in terms of food security since these areas produce approximately 80% of the total maize in East Africa.",yes,experimental,laboratory,rm,35,0.01,0.005,ILCYM,simulated,27,n hembras,Lepidoptera,Crambidae,Chilo,partellus,borer,maize,Poaceae,artificial,Artificial,75,yes,12,Coast Province (Kenya),-2.40199,39.78187,NA,10.1017/S0007485314000601,BULLETIN OF ENTOMOLOGICAL RESEARCH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0007-4853,1475-2670,2014,NA,WOS:000344945700016,"Effect of temperature on the phenology of Chilo partellus (Swinhoe) (Lepidoptera, Crambidae); simulation and visualization of the potential future distribution of C. partellus in Africa under warmer temperatures through the development of life-table parameters"
J,1,"Martinez, LC; Plata-Rueda, A; Zanuncio, JC; Ribeiro, GT; Serrao, JE","Stenoma impressella Busck (Lepidoptera: Elachistidae) is an important oil palm pest and its life history and life table parameters were studied at various temperatures, from 16 degrees C to 40 degrees C. Females and males developed successfully into adults between 20 degrees C and 36 degrees C. However, no eggs were found at 10 degrees C and all the adults died after exposure to 40 degrees C. The developmental time from egg to adult was higher (170.5 days) at 15 degrees C and lower (76.6 days) at 35 degrees C. Therefore, temperature has a strong effect on the development of S. impressella from 15 degrees C to 35 degrees C. The reproductive period varied between 15-35 degrees C with 6.82 to 3.24 days for pre-oviposition, 17.5 to 4.89 days for oviposition, and 5.29 to 0.82 days for the post-oviposition period. Female longevity was longer than that of the male, at all temperatures. The population growth parameters of S. impressella net reproductive rate (R-0), intrinsic rate increase (r(m)), finite increase rate (lambda), mean generation time (T) and doubling time (D) were significantly affected by temperature. Temperature affects S. impressella populations by reducing or increasing their possible occurrence in the palm trees. The effect of temperature on the development, survival and reproduction of S. impressella can be useful for predicting its long-term population fluctuation as an invasive pest of oil palm plantations.",yes,experimental,laboratory,rm,20,0.053,0.03,Euler-Lotka,bootstrap,20,no está claro,Lepidoptera,Elachistidae,Stenoma,impressella,borer,oil palm,Arecaceae,oil palm,Arecaceae,75,yes,12,Puerto Wilches (Colombia),7.34802,-73.89798,NA,10.1653/024.097.0456,FLORIDA ENTOMOLOGIST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0015-4040,1938-5102,2014,NA,WOS:000346693100055,EFFECTS OF TEMPERATURE ON THE DEVELOPMENT OF STENOMA IMPRESSELLA (LEPIDOPTERA: ELACHISTIDAE) ON OIL PALM IN COLOMBIA
