Publication Type,Authors,Article Title,Abstract,Filter,Approach,Subapproach,Lab_response,Monitoring_method,Source Title,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,,ISSN,eISSN,Year,DOI,UT (Unique WOS ID)
J,"Halder, J; Deb, D; Kushwaha, D; Rai, AB","Effect of weather parameters on sporadic incidence of cucumber moth, Diaphania indica (Saunders) (Lepidoptera: Pyralidae) in bitter gourd ecosystem","The field experiments were carried out to study the population fluctuation of Cucumber moth, Diaphania indica in bitter gourd and its relationship with different weather variables during Kharif seasons of 2014 and 2015 in Varanasi region. Weekly data on larval population of D. indica on bitter gourd were taken through simple random sampling whereas different abiotic parameters were obtained from the meteorological observatory of the institute. The results revealed that the D. indica population commenced from 31st SMW. The maximum population was recorded during 38th SMW (in 2014), during 39th SMW (in 2015). During September in both the years. The maximum, minimum and mean temperature, growing degree day, heliothermal unit and evaporation rate showed significant positive correlations with this sporadic pest where as a negative correlation was established with relative humidity, rainfall and wind velocity. A weather based prediction model has also been developed with different weather indices and pest incidence using weekly average value.",yes,field,abundance,,,JOURNAL OF AGROMETEOROLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0972-1665,NA,2017,NA,WOS:000399521600013
J,"Sharma, S; Kooner, R; Sandhu, SS; Arora, R; Kaur, T; Kaur, S",Seasonal dynamics of insect pests of sugar beet under sub-tropical conditions,"The present study was conducted for three years (2012-13 to 2014-15) on sugar beet crop at PAU, Ludhiana to establish the relationship between weather parameters and insect pests infesting sugar beet crop. The observations on the incidence of insect pests recorded at weekly intervals were analyzed to correlate the effects of the abiotic factors on population of insect pests. Aphid, Myzus persicae Sulzer population showed negative correlation with maximum and minimum temperature and positive correlation with relative humidity. Spodoptera litura Fabricius and Helicoverpa armigera (Hubner) showed positive correlation with maximum and minimum temperature and negative with relative humidity. Regression analysis was also worked out between population of these insect pests infesting sugar beet.",yes,field,abundance,,,JOURNAL OF AGROMETEOROLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0972-1665,NA,2017,NA,WOS:000399521600017
J,"Capinera, JL",Biology and food habits of the invasive snail Allopeas gracile (Gastropoda: Subulinidae),"The biology of the widely occurring but poorly known terrestrial snail Allopeas gracile (Hutton, 1834) (Gastropoda: Subulinidae) was determined, emphasizing food relationships. Isolated snails reproduced without cross fertilization. These snails deposited small clusters of eggs (3-7 per d) totaling about 20 per mo once oviposition commenced (after about 50 d). The snails grew rapidly for 50 d, attaining a mass of about 25 mg, then grew more slowly, eventually attaining a mass of about 50 mg after 250 d. Hatching occurred over a wide range of temperatures. The mean duration of the egg stage decreased from 18.7 to 8.0 d as the temperature increased from 19.5 to 32.0 degrees C. Allopeas gracile was omnivorous, feeding on green plants (vegetables, weeds, and flowers), fungi (cultivated mushroom and sooty mold), and animal matter (dead cockroaches and earthworms), but not decaying vegetation (tree leaves). Although this species is omnivorous, many plants allowed only maintenance, not fostering rapid growth. These small snails consumed only about 1.5 cm(2) per d of favored food (lettuce) at maturity, and considerably less of most plants offered. This invasive snail does not seem to be destined to be a significant pest except perhaps under restricted circumstances.",no,,,,,FLORIDA ENTOMOLOGIST,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0015-4040,1938-5102,2017,NA,WOS:000399203400016
J,"Saeidi, Z; Nemati, A",Relationship between temperature and developmental rate of Schizotetranychus smirnovi (Acari: Tetranychidae) on almond,"Temperature is an important climatic factor which influences development, reproduction and population dynamics of insects and mites and plays an essential role in pest management. In the present article, the development of Schizotetranychus smirnovi Wainstein (Acari, Tetranychidae) was studied on almond (variety Mamaei) at 11 constant temperatures ranging from 10 degrees C to 36 degrees C (including 10 degrees C, 13 degrees C, 15 degrees C, 17.5 degrees C, 20 degrees C, 22.5 degrees C, 25 degrees C, 27.5 degrees C, 30, 33 degrees C and 36 +/- 1 degrees C), all at 50 +/- 10% RH and 14:10 (L:D) h under laboratory conditions and modelled developmental rate of the mite as a function of temperature. Based on the results, no development was observed at 10 degrees C and no juvenile developed to adult at 36 degrees C. Moreover, egg-to-adult developmental rate decreased gradually from 13 degrees C to 30 degrees C and increased at higher temperatures. The longest (25.18 +/- 1.86 and 23.13 +/- 1.88days) and shortest (2.36 +/- 0.42 and 2.36 +/- 0.42days) female and male immature period was observed at 13 degrees C and 30 degrees C, respectively. The lower temperature threshold for S. smirnovi was obtained as 10.70 degrees C and the total degree-days required for female and male development were calculated as 136.67 and 125.31 DD, respectively. Growth data were fitted to various non-linear models and lower and upper temperature thresholds were estimated along with all model parameters. Most models were rejected for failure to satisfy criteria of goodness of fit and estimable temperature threshold parameters. The Lactin-2 model was selected for estimating the lower and upper temperature thresholds and optimal temperature. Results could be useful in developing S. smirnovi population models to predict the activity and seasonal population dynamics of the pest under the field conditions.",no,,,,,INTERNATIONAL JOURNAL OF ACAROLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0164-7954,1945-3892,2017,10.1080/01647954.2016.1234507,WOS:000395030700004
J,"Zainab, S; Ram, B; Singh, RN","Environmental effect on yellow stem borer, Scirpophaga incertulas (Walker) and rice leaf folder, Cnaphalocrocis medinalis (Guenee) on rice crop","Aim : To study the impact of environmental factors on yellow stem borer (YSB) and rice leaf folder (RLF) on rice. Methodology : An untreated rice plot of 100 m(2) was studied to observe the impact of temperature, rainfall and relative humidity on seasonal abundance of yellow stem borer and rice leaf folder. Results : Dead Heart (DH) incidence and White ear-head (WE) in YSB were negatively correlated with mean-temperature, positively correlated with relative humidity and showed significant positive correlation with rainfall. The percent incidence of RLF was significantly and negatively correlated with mean temperature, and positively correlated with mean relative humidity and total rainfall. Interpretation : It was observed that abiotic factors play a crucial role in growth and survival of insects.",yes,field,abundance,,,JOURNAL OF ENVIRONMENTAL BIOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0254-8704,NA,2017,NA,WOS:000398246300016
J,"Vazquez, MA; Cruz-Lopez, L; Gomez, J; Castillo, A","Annual Capture of Two Elachistidae Moth Species Using Stenoma catenifer Sex Pheromone in Criollo Avocado (Persea americana) at Chiapas, Mexico","Native varieties of avocado (Persea americana Mill) called Criollo grow in Mexico, but little is known of their association with the seed borer moth, Stenoma catenifer (Walsingham). S. catenifer is the best-known pest of `Hass' avocado fruit. The S. catenifer sex pheromone was used to capture male S. catenifer in Criollo avocado orchards at different elevations at Chiapas, Mexico from September 2012 to August 2013. Polynomial regression analysis was used to assess the relationship between numbers of moths caught and weather factors (precipitation and temperature). We thought temperature and precipitation might affect the moths captured. Initial S. catenifer captures coincided with crop flowering and presence of avocado fruit, independently of the altitude at the site. S. catenifer was caught frequently at the low-altitude site from December to January, while captures increased from February to May at higher altitude. Moths captured and precipitation were positively correlated at the low-altitude site; moths captured were correlated with temperature but not with rainfall at the high-altitude site. As expected, S. catenifer pheromone also attracted Antaeotricha nictitans (Zeller) in the avocado crop. Interestingly, A. nictitans was captured in all seasons, even in larger numbers than S. catenifer. A new unidentified moth species in the Elachistidae family was present from late May to 10 July and was more abundant at Site 2.",yes,field,abundance,,,SOUTHWESTERN ENTOMOLOGIST,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0147-1724,2162-2647,2017,NA,WOS:000395300000006
J,"Huang, J; Li, J",Spring phenology of cotton bollworm affects wheat yield,"Climate change has changed numerous species phenologies. Understanding the asynchronous responses between pest insects and host plants to climate change is helpful in improving integrated pest management. It is necessary to use long-term data to analyze the effects of climate change on cotton bollworm and wheat anthesis. Data for cotton bollworm, wheat yield, and wheat anthesis collected since 1990 were analyzed using linear regression and partial least-squares regression, as well as the Mann-Kendall test. The results showed that warmer temperatures in the spring advanced the phenologies of cotton bollworm and wheat anthesis, but the phenology changes in overwintering cotton bollworm were faster than those in wheat anthesis, and the eclosion period of overwintering was prolonged, resulting in an increase in overwintering adult abundance. This might lead to more first-generation larvae and subsequent wheat damage. An early or late first-appearance date significantly affected the eclosion days. The abrupt changes of phenologies in cotton bollworm, wheat anthesis, and climate were asynchronous, but the abrupt phenology changes occurred after or around the climate abrupt change, especially after or around the abrupt changes of temperature in March and April. The expansion of asynchronous responses in the change rate of wheat anthesis and overwintering cotton bollworm would likely decrease wheat yield due to climate warming in the future. Accumulated temperature was the major affecting factor on the first eclosion date (t(1)), adult abundance, and eclosion days. Temperatures in March and April and precipitation in the winter mainly affected the prepeak date (t(2)), peak date (t(3)), and postpeak date (t(4)), respectively, and these factors indirectly affected wheat yield. Thus, the change in the spring phenology of the cotton bollworm and wheat anthesis, and hence wheat yield, was affected by climate warming.",no,,,,,ECOLOGY AND EVOLUTION,NA,NA,NA,NA,NA,NA,NA,NA,NA,,2045-7758,NA,2017,10.1002/ece3.2719,WOS:000394501900006
J,"Milosavljevic, I; Esser, AD; Crowder, DW",Seasonal population dynamics of wireworms in wheat crops in the Pacific Northwestern United States,"Insect pests often exhibit predictable seasonal population dynamics in response to temperature and other environmental drivers. Understanding these dynamics is critical to developing effective integrated pest management strategies. Here we studied the seasonal phenology and feeding activity of two wireworm species that are major pests of wheat crops in the Pacific Northwestern United States, Limonius californicus and L. infuscatus. We conducted monthly sampling of the damaging larval stages of both species in commercial spring wheat fields in Washington and Idaho throughout 2013 and 2014. These data were used to model the seasonal phenology and feeding activity of each species in relation to soil temperature. We found larvae of both species were most abundant relatively early in the season, with total wireworms captures in soil cores declining as the season progressed. Larvae of both species were collected predominantly in the top 70 cm of the soil profile, suggesting that they primarily feed on plant roots and seeds up to this depth. While patterns of seasonal abundance of both species were similar, feeding activity varied significantly between the two species. Our results indicate that as spring moves into summer L. californicus feeds more aggressively, whereas the activity of L. infuscatus decreases as the crop season progresses. These differences might help explain why L. californicus is generally a more economically damaging pest that also threatens winter crops, while damage from L. infuscatus is generally limited to the spring. Accordingly, management strategies for each species should be tailored to their specific seasonal dynamics.",no,,,,,JOURNAL OF PEST SCIENCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1612-4758,1612-4766,2017,10.1007/s10340-016-0750-y,WOS:000394267400006
J,"Merrill, SC; Peairs, FB",Temperature variability is a key component in accurately forecasting the effects of climate change on pest phenology,"BACKGROUND: Models describing the effects of climate change on arthropod pest ecology are needed to help mitigate and adapt to forthcoming changes. Challenges arise because climate data are at resolutions that do not readily synchronize with arthropod biology. Here we explain how multiple sources of climate and weather data can be synthesized to quantify the effects of climate change on pest phenology. RESULTS: Predictions of phenological events differ substantially between models that incorporate scale-appropriate temperature variability and models that do not. As an illustrative example, we predicted adult emergence of a pest of sunflower, the sunflower stem weevil Cylindrocopturus adspersus (LeConte). Predictions of the timing of phenological events differed by an average of 11 days between models with different temperature variability inputs. Moreover, as temperature variability increases, developmental rates accelerate. CONCLUSION: Our work details a phenological modeling approach intended to help develop tools to plan for and mitigate the effects of climate change. Results show that selection of scale-appropriate temperature data is of more importance than selecting a climate change emission scenario. Predictions derived without appropriate temperature variability inputs will likely result in substantial phenological event miscalculations. Additionally, results suggest that increased temperature instability will lead to accelerated pest development. (C) 2016 Society of Chemical Industry",no,,,,,PEST MANAGEMENT SCIENCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1526-498X,1526-4998,2017,10.1002/ps.4320,WOS:000394660200016
J,"Guo, TT; Li, LL; Men, XY; Lu, ZB; Chen, H; Wang, ZY; Sun, TL; Yu, Y",Impact of Temperature on the Growth and Development of Athetis dissimilis (Lepidoptera: Noctuidae),"Athetis dissimilis (Hampson) has emerged as a serious pest on corn in recent years in China. Understanding the population response of A. dissimilis to temperature will be beneficial for adopting control strategies for this pest. The impact of five constant temperatures (17, 21, 25, 29, and 33 degrees C) on the life table of A. dissimilis was studied using age-stage, two-sex life table method in the laboratory. The results showed that the developmental time of egg, larva, pupa, and adult decreased when temperature increased from 17 degrees C to 33 degrees C. The TPOP (total preoviposition period) decreased with temperature increasing from 17 degrees C to 29 degrees C, while the longest APOP (adult preoviposition period) occurred at 21 degrees C (3.57d) and the shortest at 33 degrees C (2.15d). The fecundity increased from 407.52 to 763.94 eggs as temperatures were raised from 17 to 25 degrees C, but decreased at temperatures from 25 degrees C to 33 degrees C.The intrinsic rate of increase (r), finite rate of increase (lambda), and net reproductive rate (R-0) increased as temperatures increased from 17 to 25 degrees C, then decreased when temperatures exceeded 25 degrees C. In contrast, the mean generation time (T) decreased as temperatures increased from 17 to 33 degrees C. Based on the estimated data, the highest female age-stage-specific fecundity (f(x)) and age-specific fecundity (m(x)) were 81.91 and 45.04 eggs, respectively, at 25 degrees C. The age-stage life expectancy (e(xj)) of all stages decreased as the temperature increased. The reproductive value (v(xj)) increased gradually with age and stage. The developmental rates of A. dissimilis between 17 to 29 degrees C fit the linear equation y = + 0.01315+0.001303x, with a coefficient of determination (R-2) of 0.9314. In conclusion, our finding clearly states that A. dissimilis has the greatest population increase at 25 degrees C and this may help develop appropriate pest management strategies.",yes,experimental,laboratory,rm,,JOURNAL OF ECONOMIC ENTOMOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0022-0493,1938-291X,2017,10.1093/jee/tow229,WOS:000396909800035
J,"Glatz, J; du Plessis, H; Van den Berg, J",The effect of temperature on the development and reproduction of Busseola fusca (Lepidoptera: Noctuidae),"The effect of temperature on the reproduction and development of Busseola fusca was studied under laboratory conditions. Single male-female pairs were confined to oviposition chambers kept at 15, 20, 26 and 30 +/- 1 degrees C and a 14L:10D photoperiod. Data on reproduction parameters were captured daily. Oviposition occurred at all the mentioned temperatures but no fertility was recorded at 30 degrees C. The total number of eggs laid per female moth was between 300 and 400 and the optimum temperature for oviposition and fertility was between 20 and 26 degrees C. Larval development was studied at five different temperature regimes, i.e. 15, 18, 20, 26 and 30 +/- 1 degrees C and a 14L:10D photoperiod. The most favourable temperature as well as the upper threshold temperature for larval development was between 26 and 30 degrees C. Total development period was 152.6-52.6 days, respectively, at 15 degrees C, and 26-30 degrees C. The thermal constants for B. fusca was 99.50, 536.48, 246.25 and 893.66 degrees D and lower temperature thresholds were 10.36, 8.14, 8.99 and 8.84 degrees C, for completion of the egg, larval, pupal and egg-to-adult stages, respectively. Results on the thermal constants and lower and upper threshold temperatures of B. fusca can be used to predict the impact of climate change on the distribution and population growth of this pest.",yes,experimental,laboratory,fecundity,,BULLETIN OF ENTOMOLOGICAL RESEARCH,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0007-4853,1475-2670,2017,10.1017/S0007485316000572,WOS:000393890400005
J,"Pineau, X; David, G; Peter, Z; Salle, A; Baude, M; Lieutier, F; Jactel, H","Effect of temperature on the reproductive success, developmental rate and brood characteristics of Ips sexdentatus (Boern.)","Global warming is predicted to enhance the development rate and increase the number of generations in multivoltine insects. For secondary forest pests, such as the pine bark beetle Ips sexdentatus, the resulting increase in population level could trigger more frequent outbreaks. However, this positive effect could be outweighed by a temperature-dependent decrease in offspring quality. To test these hypotheses, we carried out a laboratory rearing experiment with maritime pine logs at six temperature regimes reproducing hourly fluctuations and averaging 12-25.5 degrees C. We estimated the thermal requirements for a complete development of the beetle and the number of offspring per female. The offspring quality was estimated using three traits: dry body weight, elytra length and lipid content. The minimum and maximum developmental threshold were estimated at 10.9 and 36 degrees C, respectively, and the thermal requirements for complete development were estimated at 517 degree-days. We predicted a mean of two generations per year in southwestern France, although an additional generation could occur during warmer years. The number of offspring increased exponentially with temperature, although we observed a curvilinear response of offspring traits to temperature, with optima at 15-18 degrees C. This suggests that there are trade-offs between productivity and quality of offspring. Global warming is therefore likely to result in higher number of generations of I. sexdentatus per year, with larger broods but of reduced fitness at high temperatures.",no,,,,,AGRICULTURAL AND FOREST ENTOMOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1461-9555,1461-9563,2017,10.1111/afe.12177,WOS:000391954400004
J,"Lu, ZZ; Feng, LK; Gao, GZ; Gao, LL; Peng, H; Sharma, S; Zalucki, MP",Differences in the high-temperature tolerance of Aphis craccivora (Hemiptera: Aphididae) on cotton and soybean: implications for ecological niche switching among hosts,"To forecast the effects of climate change and extreme temperature events on insect population dynamics, the high-temperature tolerance of insects must be taken into account. We compared the life-history characteristics of cowpea aphid (Aphis craccivora Koch) across different temperature regimes on two different host plants, soybean (a preferred host) and cotton (a non-preferred host). Most demographic parameters were superior for the aphid on soybean than on cotton. Temperatures affected aphid development more on cotton than on soybean. The intrinsic rate of increase, reproduction rate, number of progeny per adult, and longevity were significantly higher on soybean than on cotton for the same temperature regime. Temperatures that fluctuated to extreme levels caused a rapid decline in each of these parameters for aphids fed on cotton, but not for those fed on soybean. To our knowledge, this is the first report to note that the high-temperature tolerance of A. craccivora is host-specific (cotton vs. soybean). Our findings may partly explain the observed niche switching of the cowpea aphid (Aphis craccivora) from cotton to soybean at the beginning of summer when the temperature goes up in the Xinjiang cotton-growing zone (Northwest China). This host mediation of high-temperature tolerance in aphids should be taken into account when modeling population dynamics under the influence of global warming, host adaptation, and the risk analysis of alien pest invasions.",no,,,,,APPLIED ENTOMOLOGY AND ZOOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0003-6862,1347-605X,2017,10.1007/s13355-016-0446-z,WOS:000394150200002
J,"Munyuli, T; Kalimba, Y; Mulangane, EK; Mukadi, TT; Ilunga, MT; Mukendi, RT","Interaction of the fluctuation of the population density of sweet potato pests with changes in farming practices, climate and physical environments: A 11-year preliminary observation from South-Kivu Province, Eastern DRCongo","Sweetpotato is a major food security crop grown in eastern Democratic Republic of Congo. Its production is however limited due to high prevalence of pests and diseases among other abiotic and biotic factors. A study was designed to aid understanding the knowledge of farmers about pests and their perception about climate variability impacts, as well as documenting the phenology of sweetpotato pests (pest population dynamics) in relationship with weather factors. The paper aimed at determined which climatic factors may be used as best predictors of the different status of pest populations (declines, outbreaks). Farmer based data was obtained using a semi structured questionnaire administered to several of farmers. Population dynamics of sweetpotato pests were monitored year-round from 2005 to 2015 in South Kivu province, eastern DRCongo. Field monitoring (visual counts) observations (population dynamic of different soil-dwelling and surface dwelling arthropods visiting sweetpotato fields) combined with a survey of farmers' knowledge on sweetpotato pests and their practices in the management of these pests in SouthKivu Province were conducted for 11 years. Monitoring (with field observations and counts) was carried out in fields under different farming practices (monocropping and inter-cropping) in sites located at different altitudes. Similarly, data for climatic factors, for the same period, were collected from Lwiro Research center. Regression models were applied to understand the linkages between environmental factors (rainfall and temperature) and pest population dynamics. The results indicated that different varieties (local and improved ones) of sweetpotato are grown three times (3 seasons) per annum under various cropping systems (sole crop, mixed crops) in various agroecological zones at different altitudes. Various arthropod species visit the crop at its different stages of development including classically known pests (Acraea acerata, Cylas spp.) or as vectors of diseases (Bemisi tabaci, Aphis spp.). The results indicated a high fluctuation in the population density of different pests. The change in the population dynamics were characterized by gradual increase in the populations during rainy seasons followed by decline during dry seasons (hot months of the year). Significant (P<0.05) differences were observed in the population dynamics between sole sweetpotato and mixed sweetpotato intercropping. There was a synchronization of multiple pest generations (biannual, multiannual cycles of reproduction) built up with early rains. The results indicate that rainfall and maximum temperature were critical to the survival and population built up of the pest population. High rainfall in the previous months caused increases in the population density in the subsequent months within a year. The population dynamic (seasonal occurrence) over months and years was likely to coincide with favorable feeding and breeding conditions available within sweetpotato biotopes when temperatures were sufficiently high or after heavy rainfall. For some species, maximum temperature and dry seasons were associated with declines in the pest populations whereas for other species, heavy rainfall was associated with subsequent outbreaks (high populations) in the following months of the years. It is likely that perturbations in temperature/ rainfall patterns may cause serious changes in the pest population, therefore favoring the build- up of multiple generations within a year, thus. Rainfall and maximum temperatures were reliable predictors of key pest species. In fact, regressions analyses indicated that there were significant relationships (P<0.01) between the fluctuation of the population density of different pest species and the variability of climatic factors (mean monthly maximum/minimum temperature, average rainfall). The population density of different insect pest species varied according to cropping system and to altitude. For example, a significant relationship (P<0.001) was observed between adult aphid population density and average maximum temperature whereas Cylas spp. correlated significantly (P<0.05) with rainfall at high and mid altitudes in both sole and mixed crops. The population density of Acraea acerata was not related to variability in rainfall because the species seemed to occur in number in crops (mono cropping and mixed crops) in marshland areas in June-July and December-February. The virus pressure (measured as the number of leaves symptomatically showing virus attack) followed the population density of whiteflies and aphids. Population trends of other arthropod groups (millipedes, beetles) were not affected by crop variety (clones) or by the altitude or the climate variability but more by the farming practice (mixed or monoculture) implemented by the farmer. It is possible that the resistance or tolerance of some varieties (bio-fortified/vitamin-rich/orange flesh varieties) may be reduced in the future under changing climatic conditions of crop growing in the region with Maximum temperature as the key driver of changes in the population density. The ability to predict the severity of pest populations from mean monthly rainfall/temperature data will provide a significant input into the development of IPM programme for sweetpotato pest species. The data indicates that building resilient sweetpotato crops will require the consideration of various approaches. It is likely that climate change may affect both the pests and vector diseases and therefore the yield of the crop in eastern DRCongo. Such situation may endanger food security of small scale farmers in the future. Further investigations would be better focus on the understanding on the interacting of climatic, anthropogenic, environmental and soil factors on the pressure of sweetpotato pest in different agro-ecological zones of DRCongo.",yes,field,abundance,,,OPEN AGRICULTURE,NA,NA,NA,NA,NA,NA,NA,NA,NA,,2391-9531,NA,2017,10.1515/opag-2017-0054,WOS:000432144500054
J,"Hajihassani, A; Tenuta, M; Gulden, RH",Influence of Temperature on Development and Reproduction of Ditylenchus weischeri and D. dipsaci on Yellow Pea,"The ability of the recently described stem nematode of creeping thistle (Cirsium arvense L.), Ditylenchus weischeri, to develop on and parasitize yellow pea (Pisum sativum L.) is uncertain. The current study examined nematode life-stage progression and generation time on yellow pea as affected by temperature with the related pest, D. dipsaci, used as a positive control. Relationships for body length of the two nematode species and life stage were unaffected by rearing on plant hosts compared with carrot disks. Then plant-reared J4 individuals of both nematode species were used to determine the effect of temperature (17, 22, and 27 degrees C) on life-stage progression and minimum generation time with yellow pea. At 17 and 22 degrees C, D. weischeri 14 individuals progressed to only the adult stage whereas, at 27 degrees C, the minimum generation time from J4 to J4 was 30 days or 720 growing degree-days. The minimum generation time for D. dipsaci was 24, 18, and 22 days or 336, 342, and 528 growing degree-days at 17, 22, and 27 degrees C, respectively. The results indicate that development of D. weischeri is temperature dependent and reproduction is unlikely on yellow pea in the Canadian Prairies, where mean daily air temperatures of 27 degrees C are rare and not sustained.",no,,,,,PLANT DISEASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0191-2917,1943-7692,2017,10.1094/PDIS-04-16-0479-RE,WOS:000392355200004
J,"Pheakdey, DV; Xuan, TD; Khanh, TD",Influence of Climate Factors on Rice Yields in Cambodia,"Temperature and precipitation have been known as the key determinant factors to affect rice production in climate change. In this study, the relationship between climate variables and rice yields during 1993-2012 in Cambodia was analyzed and evaluated. The Ordinary Least Squares analysis was applied to examine the relationship of three climate variables (TCV) including maximum temperature, minimum temperature and rainfall against seasonal rice yields. By this period, a remarkable increasing trend of annual temperature was observed whilst rainfall was not significantly changed. The TCV explains approximately 63% and 56% of the variability of rice yields in wet and dry seasons, respectively. It is found that in Cambodia, non-climate factors such as fertilizers, water, cultivars, and soil fertility cause 40% variation to rice yields, whereas the remaining 60% can be influenced by climate variability. The levels of temperature difference (LTD) between maximum and minimum temperatures of the wet season (WS) and dry season (DS) were 7.0 and 8.6 degrees C, respectively. The lower value of LTD may cause the reduction of rice in WS (2.2 tons/ha) as compared to that of DS (3.0 tons/ha). Rice yield has increased 50.5% and 33.8% in DS and WS, respectively, may due to the improvement of rice cultivation practices in Cambodia such as the better use of fertilizers, pest and weed control, and irrigation, and more effective rice cultivated protocol, as the increased trend of temperature may detrimentally affect rice yield. The breeding of heat and drought tolerance rice varieties and development of irrigation system are effective to reduce the negative influence from climate change to rice production in Cambodia.",no,,,,,AIMS GEOSCIENCES,NA,NA,NA,NA,NA,NA,NA,NA,NA,,2471-2132,NA,2017,10.3934/geosci.2017.4.561,WOS:000418528400006
J,"Ferreira, PJ; Wilcken, CF; Masson, MV; Tavares, WD; Guerreiro, JC; Do Carmo, JB; Prado, EP; Zanuncio, JC",Influence of temperature and rainfall on the population dynamics of Glycaspis brimblecombei and Psyllaephagus bliteus in Eucalyptus camaldulensis plantations,"The work analyzes the effect of temperature and rainfall on the population dynamics of Glycaspis brimble-combei (Hemiptera: Aphalaridae) and its parasitoid Psyllaephagus bliteus (Hymenoptera: Encyrtidae) in a Eucalyptus camaldulensis (Myrtaceae) plantation in Sao Paulo State, Brazil. During the study 53 yellow sticky traps were installed and 53 branches were collected from a 19 ha plot of E. camaldulensis plantation per evaluation. A total of 42 evaluations was made from January 2006 to 2008. The number of adults of G. brimblecombei and P. bliteus caught in the yellow sticky traps as well as the immature and mummies of the parasitized psyllids on E. camaldulensis leaves varied with seasons. The population also varies according to the season, with a peak in the winter and decreases in the summer when temperature and rainfall increase. The G. brimblecombei and P. bliteus populations were inversely correlated with temperature and rainfall. These results are discussed as potential limitations to the establishment of the pest and its parasitoid.",yes,field,abundance,,,REVISTA COLOMBIANA DE ENTOMOLOGIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0120-0488,NA,2017,NA,WOS:000424551000001
J,"Garcia-Segura, J; Cortez-Madrigal, H; Marin-Jarillo, A; Perez, MVA",Bioecology of Epilachna difficilis (Coleoptera: Coccinellidae: Epilachninae) in Central-West of Mexico,"Epilachna difficilis was reported for the first time on Bonplandia geminiflora (Polemoniaceae). To study the biological and ecological aspects of this species, samples were taken weekly in 2011 in La Gloria Canyon, Sahuayo, Michoacan, Mexico, and complementary studies were conducted in the laboratory. The first occurrence of E. difficilis was observed in mid-August and the last in early December. Defoliation to B. geminiflora ranged from 38.0-98.5 %. Six species of predators, viz., Podisus congrex, Podisus brevispinus, Oplomus dichrous, Oplomus pulcher (Hemiptera: Pentatomidae: Asopinae), Pselliopus nigropictus, and Rocconota sp. (Hemiptera: Reduviidae), were recorded. Temperature and precipitation were positively correlated (r = 0.8 and 0.6, respectively) with higher population peaks. However, E. difficilis showed a wide range of adaptability in different regions and climates where its host plants grow. Under laboratory conditions, five instars were recorded during 25.95 days of larval development; the entire lifecycle was completed in 37.8 +/- 1.7 days. Of the five crops species evaluated, only cucumber suffered damage (30.0 %) by adult insects, although all insects died thereafter. This is the first bio-ecological study of E. difficilis. Results may be useful in the biological control of related pests such as E. varivestis.",no,,,,,REVISTA COLOMBIANA DE ENTOMOLOGIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0120-0488,NA,2017,10.25100/socolen.v43i1.6653,WOS:000424551000014
S,"Villeneuve, F; Latour, F",A few biological specificities of the carrot root fly (Psila rosae Fabre) for a more accurate forecasting in carrot (Daucus carota L.) production,"In France, as in northern Europe, the carrot fly (Psila rosae Fabre) is the most important pest of Apiaceae crops, principally for carrots but also for celeriac, parsnips, parsley. This pest takes on a new importance with the reduction of active ingredients available to growers for crop protection and the absence of good alternatives easily usable by growers. Research is being conducted on risk forecasting models, in particular the German model SWAT. Unfortunately, SWAT does not yet allow a suitable forecast of the risks: the first flight is predicted too early under the conditions of southwest France but also in the west, the flight predicted for June-July is generally not observed in the south, and the third flight is predicted too early. Firstly, we have observed that in the south and west of France the overwintering form is larvae and not pupae like in the more northern zones. Secondly, pupal estivation is not really taken into account by the model explaining the difficulty to have a reliable forecast for the last flight. With the strong thermal amplitudes observed in southwest France, it is necessary to take into account the values of maximum temperatures after the first flight for the evaluation of the second flight, which occurs in autumn.",no,,,,,INTERNATIONAL SYMPOSIUM ON CARROT AND OTHER APIACEAE,NA,NA,International Symposium on Carrot and Other Apiaceae,"SEP 17, 2014","Angers, FRANCE",Int Soc Hort Sci,NA,NA,NA,,0567-7572,2406-6168,2017,10.17660/ActaHortic.2017.1153.28,WOS:000431840300028
